id,name,chain,type,seat,location,menu items,rate
19897,ROBATA LABA,FALSE,Restaurant,69,1,20,5
19898,SUBWAY # 42059,TRUE,Fast Food,19,1,12,2.5
19899,SHABUYO,FALSE,Restaurant,47,1,20,5
19900,NANAY GLORIA RESTAURANT,TRUE,Restaurant,41,1,20,5
19901,SUPERIOR SUPER WAREHOUSE,FALSE,Restaurant,29,1,15,4.5
19902,CAFE CALI,FALSE,Restaurant,46,1,20,5
19903,KOREAN KITCHEN HIBACHI BBQ,FALSE,Restaurant,42,1,20,5
19904,CALIF PIZZA KITCHEN,FALSE,Pizza,82,1,20,4
19905,TARA'S HIMALAYAN CUISINE INC,FALSE,Restaurant,16,1,12,4
19906,FRYING FISH,FALSE,Restaurant,7,0,9,3
19907,HURRY CURRY OF TOKYO,FALSE,Restaurant,1,0,9,3
19908,LAMPHU THAI FOOD,TRUE,Restaurant,3,0,9,3
19909,Noon Cafe,TRUE,Cafe,21,1,15,5
19910,PHODOWNTOWN,FALSE,Restaurant,18,1,12,4
19911,CHOWKING,TRUE,Restaurant,47,1,20,5
19912,UNO WATER,TRUE,Restaurant,25,1,15,4.5
19913,VERMONT CAFE/MUSIC STUDIO,FALSE,Restaurant,28,1,15,4.5
19914,DORIS BAKERY,TRUE,Bakery,19,1,12,3
19915,DENNY'S RESTAURANT #6231,TRUE,Restaurant,157,1,20,5
19916,BIG MAMAS & PAPA'S/MARIPOSA,FALSE,Restaurant,26,1,15,4.5
19917,RAMEN MARUYA,FALSE,Restaurant,33,1,15,4.5
19918,STARBUCKS COFFEE #5756,TRUE,Cafe,17,1,12,4
19919,SUBWAY #42807,TRUE,Fast Food,37,1,20,3.5
19920,INK SAK,TRUE,Restaurant,19,1,12,4
19921,MORNING DONUTS AND CHINESE FOOD,TRUE,Fast Food,1,0,9,2.5
19922,WING STOP,TRUE,Restaurant,35,1,9,3
19923,POPEYES CHICKEN,TRUE,Restaurant,46,1,20,5
19924,QUETZALTENANGO RESTAURANT,TRUE,Restaurant,14,0,9,3
19925,FOREVER 21,TRUE,Restaurant,128,1,20,5
19926,KAGURA DOWNTOWN,FALSE,Restaurant,37,1,20,5
19927,KULA REVOLVING SUSHI Pastry,FALSE,Pastry,10,0,9,3
19928,SUBWAY #44532,TRUE,Fast Food,1,0,9,2.5
19929,COFFEE COMMISSARY,TRUE,Cafe,46,1,20,5
19930,SHABU SHABU HOUSE,TRUE,Restaurant,12,0,9,3
19931,DI VITAS PIZZERIA,FALSE,Restaurant,49,1,20,5
19932,SUSHI & TERI,FALSE,Restaurant,49,1,20,5
19933,FARM OF BEVERLY HILLS-PastryS,FALSE,Pastry,1,0,9,3
19934,ANTOJITOS LISETH,FALSE,Restaurant,11,0,9,3
19935,CAFE DULCE,FALSE,Restaurant,27,1,15,4.5
19936,COFFEE BEAN AND TEA LEAF,TRUE,Cafe,10,0,9,4
19937,MOSS CAFE & Pastry,FALSE,Pastry,33,1,15,3
19938,YOGURTLAND,TRUE,Restaurant,29,1,15,4.5
19939,LOTUS ON FLOWER,FALSE,Restaurant,39,1,20,5
19940,RALPHS MARKET #274,FALSE,Restaurant,12,0,9,3
19941,REGENT THEATRE,FALSE,Restaurant,1,0,9,3
19942,"PD OPERATIONS, INC.",FALSE,Restaurant,11,0,9,3
19943,MARISCOS MARIA,FALSE,Restaurant,27,1,15,4.5
19944,BJ'S RESTAURANT AND BREW HOU,TRUE,Restaurant,165,1,20,5
19945,CHOP SUEY,FALSE,Restaurant,99,1,20,5
19946,MR PIZZA,FALSE,Pizza,48,1,20,4
19947,TRIMANA,TRUE,Restaurant,27,1,15,4.5
19948,OOMASA,FALSE,Restaurant,66,1,20,5
19949,LAS GALAS,FALSE,Restaurant,41,1,20,5
19950,Noon Cafe,TRUE,Cafe,18,1,12,4
19951,EL POLLO ELOTERO,FALSE,Restaurant,23,1,15,4.5
19952,JACK IN THE BOX #3262,TRUE,Restaurant,92,1,20,5
19953,ICE N' CREAM,FALSE,Restaurant,46,1,20,5
19954,RUBY'S,FALSE,Restaurant,90,1,20,5
19955,QUE RICOS,TRUE,Restaurant,43,1,20,5
19956,GREEN SPAN<U+2019>S GRILLED CHEESE,FALSE,Restaurant,23,1,15,4.5
19957,ZIP SUSHI & IZAKAYA,TRUE,Restaurant,98,1,20,5
19958,LE PAIN QUOTIDIEN,TRUE,Restaurant,48,1,20,5
19959,COFFEE BEAN & TEA LEAF,TRUE,Cafe,11,0,9,4
19960,KETCHY'S II,FALSE,Restaurant,23,1,15,4.5
19961,COFFEE BEAN AND TEA LEAF,TRUE,Cafe,29,1,15,5
19962,ANIMA PIZZA & PASTA,FALSE,Pizza,46,1,20,4
19963,JAMBA JUICE,TRUE,Restaurant,5,0,9,3
19964,CRENSHAW CHRISTIAN CENTER,FALSE,Restaurant,101,1,20,5
19965,JOHNNY ROCKETS,TRUE,Restaurant,32,1,15,4.5
19966,KOTOYA,TRUE,Restaurant,1,0,9,3
19967,DISTRICT 13,FALSE,Restaurant,111,1,20,5
19968,LA KOREA,FALSE,Restaurant,27,1,15,4.5
19969,LEMONADE ON SAWTELLE,TRUE,Restaurant,24,1,15,4.5
19970,SONSONATE GRILL #2,FALSE,Restaurant,100,1,20,5
19971,EL GUANAQUITO,FALSE,Restaurant,1,0,9,3
19972,CONTINENTAL BAKERY,TRUE,Bakery,29,1,15,3
19973,ALADIN SWEETS & MARKET,FALSE,Restaurant,43,1,20,5
19974,PANADERIA COATZINGO,FALSE,Restaurant,1,0,9,3
19975,KABAB EXPRESS,FALSE,Fast Food,101,1,20,3.5
19976,FISH TOWN OUTLET,FALSE,Restaurant,11,0,9,3
19977,EL PAISSA MEXICAN GRILL,FALSE,Restaurant,31,1,15,4.5
19978,HOT HOUSE OF TAKOS,FALSE,Restaurant,46,1,20,5
19979,JONS,FALSE,Restaurant,20,1,9,3
19980,MARLO & POLO,FALSE,Restaurant,19,1,12,4
19981,FATBURGER # 109,TRUE,Fast Food,9,0,9,2.5
19982,HAKATA RAMEN SHIN SEN GUMI,FALSE,Restaurant,32,1,15,4.5
19983,BEMBOZ BURGERS,FALSE,Fast Food,18,1,12,2.5
19984,CAMPANILE'S Pastry,FALSE,Pastry,12,0,9,3
19985,LITTLE ONGPIN,FALSE,Restaurant,16,1,12,4
19986,TU PANYOU PIZZA # 2,FALSE,Pizza,29,1,15,4
19987,HOME TURF SPORTS Pastry,FALSE,Pastry,32,1,15,3
19988,L.A. PIZZA#1,FALSE,Pizza,10,0,9,3
19989,LEGEND NOODLE & GRILL,FALSE,Restaurant,40,1,20,5
19990,HAPPY FISH MARKET,FALSE,Restaurant,6,0,9,3
19991,AMERICANO,FALSE,Restaurant,146,1,20,5
19992,NEW YORK CAFE,FALSE,Restaurant,23,1,15,4.5
19993,GRILLED CHEESE PLEASE,FALSE,Restaurant,11,0,9,3
19994,KOKEKOKKO,FALSE,Restaurant,43,1,20,5
19995,LOS TRES AMIGOS RESTAURANT,TRUE,Restaurant,34,1,15,4.5
19996,KOURAKU RESTAURANT,TRUE,Restaurant,38,1,20,5
19997,CARIBBEAN SPICE,FALSE,Restaurant,27,1,15,4.5
19998,PINKBERRY,TRUE,Restaurant,14,0,9,3
19999,PANDA KING CHINESE FAST FOOD,TRUE,Restaurant,22,1,15,4.5
20000,LEMONGRASS,FALSE,Restaurant,43,1,20,5
20001,HYUN POONG PARK SO SUN,FALSE,Restaurant,48,1,20,5
20002,SUSHI YE,FALSE,Restaurant,29,1,15,4.5
20003,BURGER KING # 11490,TRUE,Fast Food,118,1,20,3.5
20004,LA TORTA LOCA,FALSE,Restaurant,4,0,9,3
20005,GAZEN,FALSE,Restaurant,125,1,20,5
20006,GO CHEW GRILL,FALSE,Restaurant,8,0,9,3
20007,CNBC,FALSE,Restaurant,2,0,9,3
20008,PIZZA MAN #48,TRUE,Pizza,17,1,12,3
20009,CANDILEJAS CAFE,FALSE,Restaurant,3,0,9,3
20010,YUM-ME BAGUETTE,FALSE,Restaurant,1,0,9,3
20011,SUSHI HOUSE,FALSE,Restaurant,5,0,9,3
20012,TENNO SUSHI,TRUE,Restaurant,90,1,20,5
20013,SNOCIETY,FALSE,Restaurant,21,1,15,4.5
20014,BH MARRIOTT Pastry,FALSE,Pastry,12,0,9,3
20015,BH MARRIOTT RESTAURANT,TRUE,Restaurant,62,1,20,5
20016,RUBY THAI KITCHEN,FALSE,Restaurant,6,0,9,3
20017,JIM'S BURGERS,TRUE,Fast Food,70,1,20,3.5
20018,YELLOW HOUSE CAFE,FALSE,Restaurant,113,1,20,5
20019,CHICK & CHOW,FALSE,Restaurant,5,0,9,3
20020,MCDONALD'S #26983,TRUE,Fast Food,33,1,15,3.5
20021,YO WAY FROZEN YOGURT,FALSE,Restaurant,7,0,9,3
20022,KOWLOON DIM SUM,FALSE,Restaurant,28,1,15,4.5
20023,OROCHON RAMEN,TRUE,Restaurant,23,1,15,4.5
20024,KING DONUT,TRUE,Fast Food,9,0,9,2.5
20025,ZENCU SUSHI & GRILL,FALSE,Restaurant,68,1,20,5
20026,TACO BELL #833,TRUE,Fast Food,122,1,20,3.5
20027,LORY'S RESTAURANT,TRUE,Restaurant,28,1,15,4.5
20028,FRESH & EASY #1463,FALSE,Restaurant,8,0,9,3
20029,ORENO YAKINIKU,FALSE,Restaurant,70,1,20,5
20030,GOLDEN WOK RESTAURANT,TRUE,Restaurant,24,1,15,4.5
20031,PAMPANGA MASTER GRILL,FALSE,Restaurant,41,1,20,5
20032,CARRILLO'S RESTAURANT,TRUE,Restaurant,22,1,15,4.5
20033,LAURENT'S LE COFFEE SHOP,FALSE,Cafe,18,1,12,3
20034,LA PIZZA LOCA #12,FALSE,Pizza,9,0,9,3
20035,FARMERS BELLY CAFE,FALSE,Restaurant,24,1,15,4.5
20036,TANGERINE CHINESE RESTAURANT,TRUE,Restaurant,45,1,20,5
20037,BOBA LOCA,TRUE,Restaurant,15,0,9,3
20038,EL TARASCO CAFE,TRUE,Restaurant,4,0,9,3
20039,DUMPLING HOUSE,FALSE,Restaurant,16,1,12,4
20040,TEN-TEN,FALSE,Restaurant,20,1,9,3
20041,CURRY HOUSE,TRUE,Restaurant,83,1,20,5
20042,GENGHIS,FALSE,Restaurant,127,1,20,5
20043,TOFUYA BBQ,FALSE,Restaurant,90,1,20,5
20044,CERESE'S PIZZA,FALSE,Pizza,16,1,12,3
20045,MONG KOREAN BBQ,FALSE,Restaurant,130,1,20,5
20046,GUATEMALTECA BAKERY,TRUE,Bakery,45,1,20,3
20047,MANUEL'S BURGERS,FALSE,Fast Food,37,1,20,3.5
20048,JOE'S PIZZA,TRUE,Pizza,44,1,20,4
20049,MCDONALD'S # 2817,TRUE,Fast Food,31,1,15,3.5
20050,QUIZNO'S,TRUE,Restaurant,25,1,15,4.5
20051,GOLDEN BIRD INC.,TRUE,Restaurant,45,1,20,5
20052,GODFATHER'S ITALIAN RESTAURA,FALSE,Restaurant,2,0,9,3
20053,LITTLE CAESARS,TRUE,Restaurant,26,1,15,4.5
20054,D'S ORIGINAL TAKE OUT GRILL,FALSE,Restaurant,4,0,9,3
20055,CAFE LOS FELIZ INC,FALSE,Restaurant,9,0,9,3
20056,M'DEARS DESERTS BAKERY & BIS,TRUE,Bakery,26,1,15,3
20057,LUCEROS #2,FALSE,Restaurant,6,0,9,3
20058,POWER PLANT SUPER FOOD CAFE,TRUE,Restaurant,8,0,9,3
20059,TOM'S JR #3,FALSE,Restaurant,12,0,9,3
20060,TTURAK,FALSE,Restaurant,47,1,20,5
20061,CHINA TOWN EXPRESS,TRUE,Fast Food,22,1,15,3.5
20062,HAN KOOK BBQ HOUSE,FALSE,Restaurant,44,1,20,5
20063,MCDONALD'S #12036,TRUE,Fast Food,38,1,20,3.5
20064,MY FIT FOODS,TRUE,Restaurant,28,1,15,4.5
20065,FINE FOODS KITCHEN,TRUE,Restaurant,2,0,9,3
20066,NUMERO UNO-GROCERY DEPT #104,TRUE,Restaurant,28,1,15,4.5
20067,"KAPISTAHAN GRILL, SEAFOOD AND SIZZLING",TRUE,Restaurant,119,1,20,5
20068,CHINATOWN EXPRESS #28,TRUE,Fast Food,12,0,9,2.5
20069,WING SHACK,FALSE,Restaurant,63,1,20,5
20070,GUI IL BUNJI,FALSE,Restaurant,92,1,20,5
20071,SUEHIRO,FALSE,Restaurant,42,1,20,5
20072,MCDONALD<U+2019>S #1126,TRUE,Restaurant,123,1,20,5
20073,DELI ROBERT'S PIZZA,TRUE,Pizza,13,0,9,3
20074,SEPI'S GIANT SUBMARINES,FALSE,Restaurant,43,1,20,5
20075,TUMBY'S PIZZA,TRUE,Pizza,1,0,9,3
20076,CHEF MING'S KITCHEN,FALSE,Restaurant,44,1,20,5
20077,MICKEY AND SAM'S ICE CREAM,FALSE,Restaurant,5,0,9,3
20078,EL POLLO LOCO #5972,TRUE,Restaurant,91,1,20,5
20079,SUBWAY SANDWICHES,TRUE,Fast Food,26,1,15,3.5
20080,TOM'S SUSHI HOUSE,FALSE,Restaurant,13,0,9,3
20081,BODHI VEGETARIAN & VEGAN,FALSE,Restaurant,26,1,15,4.5
20082,WHICHWICH,FALSE,Restaurant,36,1,20,5
20083,DAVE PastryBEQUE AND GRILL,FALSE,Restaurant,42,1,20,5
20084,RINCONCITO GUATEMALTECO RESTAURANT,TRUE,Restaurant,42,1,20,5
20085,EL TAPATIO FOODS INC,TRUE,Restaurant,15,0,9,3
20086,LIQUID NEW THEME,FALSE,Restaurant,20,1,9,3
20087,MR PIZZA EXPRESS,FALSE,Pizza,21,1,15,4
20088,WINCHELL'S DONUT #9381,FALSE,Fast Food,17,1,12,2.5
20089,JUICY FACTORY,TRUE,Restaurant,21,1,15,4.5
20090,FAMILY MART,FALSE,Restaurant,8,0,9,3
20091,THE FOOD SHOP,TRUE,Restaurant,7,0,9,3
20092,TACOS EL HERMANOS,FALSE,Fast Food,17,1,12,2.5
20093,TOMMY'S HAMBURGERS,FALSE,Fast Food,19,1,12,2.5
20094,LIM'S ORIENTAL KITCHEN,FALSE,Restaurant,18,1,12,4
20095,JIST,FALSE,Restaurant,48,1,20,5
20096,CAFE TAKE 5,FALSE,Restaurant,17,1,12,4
20097,JACOB<U+2019>S MARKET,FALSE,Restaurant,6,0,9,3
20098,BAK KUNG KOREAN BBQ 2,FALSE,Restaurant,74,1,20,5
20099,MI LINDO NAYARIT SEA FOOD,TRUE,Restaurant,40,1,20,5
20100,TRUE BURGER,FALSE,Fast Food,37,1,20,3.5
20101,NERI'SBAKERY & FAST FOOD,TRUE,Bakery,45,1,20,3
20102,ROMERO'S ROTISSERIE CHICKEN,FALSE,Restaurant,39,1,20,5
20103,PEET'S COFFEE,TRUE,Cafe,25,1,15,5
20104,AMALIA'S RESTAURANTS,TRUE,Restaurant,105,1,20,5
20105,LUCK THAI CUISINE,FALSE,Restaurant,23,1,15,4.5
20106,FROPLAY,FALSE,Restaurant,40,1,20,5
20107,SPUDNUTS DONUTS,TRUE,Fast Food,26,1,15,3.5
20108,EL DIABLO ANTOJITOS MEXICANO,FALSE,Restaurant,126,1,20,5
20109,EL DIABLO SEAFOOD,TRUE,Restaurant,13,0,9,3
20110,FIGUEROA PHILLY,FALSE,Restaurant,12,0,9,3
20111,WORLD SEAFOOD,TRUE,Restaurant,29,1,15,4.5
20112,STARBUCKS COFFEE #5494,TRUE,Cafe,108,1,20,5
20113,BRILLIANT RECIPIES INC,FALSE,Restaurant,75,1,20,5
20114,CHICK-FIL-A @USC # 2650,TRUE,Restaurant,33,1,15,4.5
20115,ARAX BAKERY,TRUE,Bakery,6,0,9,3
20116,AMANECER ILOBASQUENCE & FAMI,FALSE,Restaurant,5,0,9,3
20117,MANICHI RAMEN,FALSE,Restaurant,45,1,20,5
20118,DAIKOKUYA,FALSE,Restaurant,49,1,20,5
20119,MICHELLE'S  DONUT,FALSE,Fast Food,10,0,9,2.5
20120,DOMINO'S,FALSE,Restaurant,19,1,12,4
20121,TARON BAKERY,TRUE,Bakery,8,0,9,3
20122,CHEECH'S PIZZA,FALSE,Pizza,29,1,15,4
20123,HOLY AIOLI,FALSE,Restaurant,1,0,9,3
20124,MIKE'S DELI #2,TRUE,Restaurant,25,1,15,4.5
20125,MITSURU GRILL,FALSE,Restaurant,87,1,20,5
20126,ROBEKS JUICE,TRUE,Restaurant,20,1,9,3
20127,GELATO Pastry,FALSE,Pastry,8,0,9,3
20128,SAN SUI TEI,FALSE,Restaurant,49,1,20,5
20129,POLLO MASTER,FALSE,Restaurant,49,1,20,5
20130,MOM'S DOLLAR,FALSE,Restaurant,16,1,12,4
20131,DESHI FOODS INC.,TRUE,Restaurant,20,1,9,3
20132,WURSTKUCHE,FALSE,Restaurant,32,1,15,4.5
20133,SUNSET EXPRESS,FALSE,Fast Food,7,0,9,2.5
20134,LOVELETTER PIZZA & CHICKEN,FALSE,Pizza,42,1,20,4
20135,GOLDEN BURGER,FALSE,Fast Food,10,0,9,2.5
20136,PIZZA ROMANA,FALSE,Pizza,35,1,9,3
20137,MARISCOS GUADALAJARA RESTAURANTE,TRUE,Restaurant,46,1,20,5
20138,RASPADOS EL CENTENARIO,FALSE,Restaurant,5,0,9,3
20139,SEAFOOD EXPRESS,TRUE,Fast Food,3,0,9,2.5
20140,LENO JUICE,FALSE,Restaurant,19,1,12,4
20141,CELADON THAI KITCHEN,FALSE,Restaurant,45,1,20,5
20142,THE CUP,FALSE,Restaurant,8,0,9,3
20143,U2 KOREAN BBQ,FALSE,Restaurant,216,1,20,5
20144,CERVETECA DTLA,FALSE,Restaurant,43,1,20,5
20145,SIMBAL,FALSE,Restaurant,134,1,20,5
20146,DOUBLETREE COMMERCE,FALSE,Restaurant,107,1,20,5
20147,LA BODEGA Pastry & GRILL,FALSE,Restaurant,24,1,15,4.5
20148,FLAME INTERNATIONAL,FALSE,Restaurant,91,1,20,5
20149,JACK IN THE BOX #228,TRUE,Restaurant,88,1,20,5
20150,YOSHINOYA #1232,TRUE,Restaurant,49,1,20,5
20151,SWEET TOWN,FALSE,Restaurant,3,0,9,3
20152,GIGI'S BAKERY & CAFE,TRUE,Bakery,11,0,9,3
20153,HOT DOG ON A STICK #120,FALSE,Restaurant,11,0,9,3
20154,TRIMANA AT WATERIDGE,TRUE,Restaurant,5,0,9,3
20155,EL COMPA,FALSE,Restaurant,6,0,9,3
20156,EL MAJAHUAL RESTAURANT,TRUE,Restaurant,29,1,15,4.5
20157,CARL'S JR,TRUE,Restaurant,91,1,20,5
20158,MCDONALD'S # 6036,TRUE,Fast Food,145,1,20,3.5
20159,LITTLE CAESAR'S #5960,TRUE,Restaurant,7,0,9,3
20160,GRILLED,FALSE,Restaurant,27,1,15,4.5
20161,BIBIGO,TRUE,Restaurant,100,1,20,5
20162,THE PIE HOLE,TRUE,Restaurant,14,0,9,3
20163,SEA ROYAL HOUSE,FALSE,Restaurant,9,0,9,3
20164,LUCKY DEVILS,FALSE,Restaurant,44,1,20,5
20165,LITTLE CHINA RESTAURANT,TRUE,Restaurant,20,1,9,3
20166,MARISCOS LOS KABOS,FALSE,Restaurant,2,0,9,3
20167,PATINA RESTAURANT GROUP LLC,TRUE,Restaurant,22,1,15,4.5
20168,TAQUERIA LA QUESILLENA,FALSE,Restaurant,20,1,9,3
20169,CAFE GIVERNY,FALSE,Restaurant,9,0,9,3
20170,LA VALENTINA GRILL,FALSE,Restaurant,48,1,20,5
20171,WAKO DONKASU,TRUE,Restaurant,36,1,20,5
20172,BOBA TIME,TRUE,Restaurant,11,0,9,3
20173,DEL REY KITCHEN,FALSE,Restaurant,33,1,15,4.5
20174,CACTUS MEXICAN FOOD #2,TRUE,Restaurant,12,0,9,3
20175,JUICE Pastry,TRUE,Pastry,3,0,9,3
20176,KOREAN BBQ PLUS,FALSE,Restaurant,13,0,9,3
20177,TAQUERIA LA CARRETA,FALSE,Restaurant,47,1,20,5
20178,PATTAYA THAI RESTAURANT,TRUE,Restaurant,49,1,20,5
20179,THE SANDWICH Pastry,TRUE,Pastry,4,0,9,3
20180,JOHNNY ROCKETS #1,TRUE,Restaurant,112,1,20,5
20181,DOMINOS PIZZA,TRUE,Pizza,12,0,9,3
20182,QUIZNO'S SUB HOLLYWOOD,TRUE,Restaurant,46,1,20,5
20183,AMERICAN RANCH & SEAFOOD MKT OF LA,TRUE,Restaurant,46,1,20,5
20184,IT'S BOBA TIME,TRUE,Restaurant,16,1,12,4
20185,DAILY CHINA EXPRESS,TRUE,Fast Food,17,1,12,2.5
20186,MARU COFFEE,TRUE,Cafe,16,1,12,4
20187,HOLLYWOOD PIZZA CAFE,FALSE,Pizza,4,0,9,3
20188,PANDA CHEF'S CHINESE FAST FOOD,TRUE,Restaurant,5,0,9,3
20189,LEONARD'S,FALSE,Restaurant,188,1,20,5
20190,THE BEST BURGER,TRUE,Fast Food,29,1,15,3.5
20191,CRUZER PIZZA & PASTA,FALSE,Pizza,28,1,15,4
20192,MONTE CRISTO BANQUET HALL,FALSE,Restaurant,172,1,20,5
20193,YIAN BIAN RESTAURANT,TRUE,Restaurant,38,1,20,5
20194,BURGER PALACE 1,FALSE,Fast Food,5,0,9,2.5
20195,EXPRESS BURGER,FALSE,Fast Food,31,1,15,3.5
20196,CAFE TOUBA,FALSE,Restaurant,29,1,15,4.5
20197,WENDY'S # 13,FALSE,Restaurant,140,1,20,5
20198,GOLDEN BREAD BAKERY INC,TRUE,Bakery,10,0,9,3
20199,LINDO RINCON DE NAYARIT,FALSE,Restaurant,8,0,9,3
20200,CHINA EXPRESS,TRUE,Fast Food,1,0,9,2.5
20201,VERMONT,FALSE,Restaurant,90,1,20,5
20202,THE SIDEWALK GRILL,FALSE,Restaurant,19,1,12,4
20203,PIZZA HUT #26165,TRUE,Pizza,27,1,15,4
20204,T & Y BAKERY,TRUE,Bakery,18,1,12,3
20205,TREJO TACOS,FALSE,Fast Food,21,1,15,3.5
20206,LITTLE DOM'S,FALSE,Restaurant,35,1,9,3
20207,YAI'S ON VERMONT,FALSE,Restaurant,81,1,20,5
20208,HOUSE OF PIES,FALSE,Restaurant,63,1,20,5
20209,OSTIONERIA COLIMA #2,FALSE,Restaurant,46,1,20,5
20210,FORDS FILLING STATION,FALSE,Restaurant,192,1,20,5
20211,LOUISIANA FAMOUS FRIED CHICK,TRUE,Restaurant,6,0,9,3
20212,POKEMOLE,FALSE,Restaurant,10,0,9,3
20213,"PUBLIC HOUSE, BOLA, ELECTRIC LOTUS",FALSE,Restaurant,118,1,20,5
20214,M'DEARS BAKERY & BISTRO,TRUE,Bakery,22,1,15,3
20215,KURA REVOLVING SUSHI Pastry,FALSE,Pastry,9,0,9,3
20216,BRU COFFEE Pastry,FALSE,Cafe,43,1,20,3
20217,OI ASIAN FUSION,FALSE,Restaurant,5,0,9,3
20218,BURGER KING 2554,TRUE,Fast Food,144,1,20,3.5
20219,THE NAK GI,FALSE,Restaurant,46,1,20,5
20220,CACAO COFFEE HOUSE,FALSE,Cafe,4,0,9,3
20221,SUBWAY #47021,TRUE,Fast Food,24,1,15,3.5
20222,WINDSOR DONUTS,FALSE,Fast Food,10,0,9,2.5
20223,KARIHANG-PINOY RESTAURANT,TRUE,Restaurant,27,1,15,4.5
20224,H K CHICKEN,FALSE,Restaurant,8,0,9,3
20225,LAS CABANAS DE SAN PEDRO,FALSE,Restaurant,43,1,20,5
20226,PANADERIA SALVADORENA,TRUE,Restaurant,12,0,9,3
20227,SERVICE Pastry @16TH PERCH,FALSE,Pastry,78,1,20,3
20228,TACOS LOS 3 POBLANOS,FALSE,Fast Food,24,1,15,3.5
20229,BANGLA APNA BAZZAR,FALSE,Restaurant,20,1,9,3
20230,LOUISIANA FRIED CHICKEN,TRUE,Restaurant,15,0,9,3
20231,GREEN SPAN���S GRILLED CHEESE,FALSE,Restaurant,27,1,15,4.5
20232,EN SUSHI,TRUE,Restaurant,138,1,20,5
20233,TACOS EL GALLAZO INC.,FALSE,Fast Food,32,1,15,3.5
20234,KING DONUTS,TRUE,Fast Food,22,1,15,3.5
20235,TUMBY'S PIZZA,TRUE,Pizza,14,0,9,3
20236,DRESDEN ROOM,FALSE,Restaurant,112,1,20,5
20237,CAFE CON LECHE BAKERY AND CAFE,TRUE,Bakery,1,0,9,3
20238,DOMINO'S PIZZA,TRUE,Pizza,3,0,9,3
20239,GRACIE'S PIZZA,FALSE,Pizza,49,1,20,4
20240,PANADERIA SALVADORENA,TRUE,Restaurant,4,0,9,3
20241,JIMMY JOHN'S,TRUE,Restaurant,1,0,9,3
20242,OASIS TKOS MEXICAN RESTAURANT,TRUE,Restaurant,20,1,9,3
20243,LOUISANA RED SEAFOOD,TRUE,Restaurant,20,1,9,3
20244,BETTY'S DINER,FALSE,Restaurant,48,1,20,5
20245,L���ASSIETTE STEAK FRITES,FALSE,Restaurant,42,1,20,5
20246,BOTTOM LINE,FALSE,Restaurant,25,1,15,4.5
20247,EL SUPER,FALSE,Restaurant,2,0,9,3
20248,LA PERGOLETTA,FALSE,Restaurant,5,0,9,3
20249,ICE CREAM SHOP,FALSE,Restaurant,17,1,12,4
20250,BURGER KING #12312,TRUE,Fast Food,109,1,20,3.5
20251,ZZAMONG,FALSE,Restaurant,46,1,20,5
20252,AROCK,TRUE,Restaurant,32,1,15,4.5
20253,LUCKY DONUTS,FALSE,Fast Food,4,0,9,2.5
20254,PROOF SUNDRY,FALSE,Restaurant,21,1,15,4.5
20255,MYUNG DONG NOODLE HOUSE,FALSE,Restaurant,38,1,20,5
20256,RAFFALLOS PIZZA FOUNTAIN,FALSE,Pizza,33,1,15,4
20257,TANO'S KITCHEN,FALSE,Restaurant,33,1,15,4.5
20258,H COFFEE HOUSE,FALSE,Cafe,33,1,15,3
20259,THE DRAWING ROOM,FALSE,Restaurant,42,1,20,5
20260,SEAFOOD EXPRESS LA,TRUE,Fast Food,13,0,9,2.5
20261,SUBWAY #23753,TRUE,Fast Food,27,1,15,3.5
20262,TACOS EL BRONCO,FALSE,Fast Food,34,1,15,3.5
20263,STARFISH SUSHI,TRUE,Restaurant,31,1,15,4.5
20264,EL CHIPILIN,FALSE,Restaurant,34,1,15,4.5
20265,CONTINENTAL BAKERY,TRUE,Bakery,7,0,9,3
20266,BURGER KING #1346,TRUE,Fast Food,72,1,20,3.5
20267,MELI'S ITALIAN ICE,FALSE,Restaurant,1,0,9,3
20268,ROMA SPECIALTY PIZZA,FALSE,Pizza,11,0,9,3
20269,KHAN SHABU SHABU,FALSE,Restaurant,133,1,20,5
20270,BANGLA BAZAR AND RESTAURANT,TRUE,Restaurant,39,1,20,5
20271,LUNCH STOP @ HOA,FALSE,Restaurant,159,1,20,5
20272,DON LINOS,FALSE,Restaurant,11,0,9,3
20273,HOME RESTAURANT,TRUE,Restaurant,40,1,20,5
20274,TACOS TU MADRE,TRUE,Fast Food,22,1,15,3.5
20275,SHIBUCHO RESTAURANT,TRUE,Restaurant,26,1,15,4.5
20276,OLIVE BISTRO TAKE-OUT/CATER,FALSE,Restaurant,6,0,9,3
20277,FRED 62,FALSE,Restaurant,31,1,15,4.5
20278,BRIX PIZZA,FALSE,Pizza,29,1,15,4
20279,CAFE SUWARNIE,FALSE,Restaurant,11,0,9,3
20280,NAK WON RICE BAKERY INC,TRUE,Bakery,9,0,9,3
20281,RICK'S PRODUCE MARKET,FALSE,Restaurant,3,0,9,3
20282,PEET'S COFFEE AND TEA,TRUE,Cafe,18,1,12,4
20283,THE WAY FORWARD FOUNDATION,TRUE,Restaurant,24,1,15,4.5
20284,WETZELS PRETZELS,TRUE,Restaurant,4,0,9,3
20285,PATTAYA BAY THAI RESTAURANT,TRUE,Restaurant,47,1,20,5
20286,CRISTINA'S BAKERY,TRUE,Bakery,17,1,12,3
20287,FIGARO BISTROT,FALSE,Restaurant,134,1,20,5
